key_i,key_j,roles,ransac_inliers,selected_matches,rmse_initial,rmse_affine,rmse_projective,median_projective,p95_projective
left:28,right:28,intra_pair,7984,40,3.17111930407806,2.644250305497784,1.1700071112452473,0.738906017088215,2.5504134455986103
left:29,right:29,intra_pair,7977,40,3.8720836695057166,12.229111251261713,1.9323050727342341,1.3949455233907253,3.903578435256434
left:30,right:30,intra_pair,7962,40,47.08606497523065,4.9558454983297215,2.988993525572276,2.1241212324616683,5.687963280156464
left:31,right:31,intra_pair,8019,40,25.49162114019484,4.356324098775351,3.9785265229237194,2.401753657381045,9.408428706148232
left:32,right:32,intra_pair,7854,40,39.03696375318687,11.607844348013948,9.882061100252933,8.655919812383246,16.554121196124893
left:33,right:33,intra_pair,7801,40,26.014375750850473,3.9243894466714044,5.1676953307722995,4.340336430253327,9.168449107745593
left:34,right:34,intra_pair,7914,40,43.488825786766355,3.4769100984872914,1.3002547223856336,1.0092125729074581,2.1456919829055257
left:35,right:35,intra_pair,7891,40,18.885397028995257,1.5855434852428993,4.840681804492175,4.1038991094397534,8.348709705986492
left:36,right:36,intra_pair,7908,40,58.836869072675746,3.295038284421328,3.455283184766613,2.946801830116006,6.0168372250370625
left:37,right:37,intra_pair,7992,40,70.01024614051903,8.93968964962197,9.183487118220192,6.296499624931808,17.444878927684087
left:38,right:38,intra_pair,7974,40,54.799223452398905,5.140244627192343,7.323293214250654,5.4228789677539755,13.931519131169013
left:39,right:39,intra_pair,7969,40,7.227737346916722,2.0138228866202956,2.677371415209798,2.0951224683576606,4.575592129906847
left:40,right:40,intra_pair,7945,40,31.309696515953355,4.150935068538203,3.957446562922429,3.6511902772780798,6.738976836010875
left:41,right:41,intra_pair,7906,40,27.584410818632424,7.462065624885175,4.155814610783085,3.2356262278944827,7.524374559445508
left:42,right:42,intra_pair,7781,40,30.992779780139475,3.9000509218755206,1.86324211225055,1.6415156704862404,3.3823144035490595
left:43,right:43,intra_pair,7745,40,6.589102438500093,7.811203142645781,1.5432485142615233,0.9224317146467941,3.2962912133449502
left:44,right:44,intra_pair,7886,40,7.585233341536553,3.914197522263476,2.5380849251111646,1.7632453061778213,5.0817573690275415
