component,stage,solver,status,iterations,residual_norm,normal_residual_norm,condition_estimate,matrix_nnz,runtime,nfev,njev,cost,optimality,message,converged,finite,M,P,N,omega_rigid,sigma_tr,data_energy_before,rigid_energy_before,global_energy_before,data_energy_after,rigid_energy_after,global_energy_after
0,affine,sparse linear LSMR,2,305.0,4423.279842719331,0.048820067007051084,5.367835579039382,228240.0,0.1446701000095345,,,,,,,,,,,,,,,,,,
0,projective,TRF/LSMR analytic sparse Jacobian,2,,,,,,8.375180200004252,89.0,88.0,52.806078968901986,12.227411311243271,`ftol` termination condition is satisfied.,True,True,478.0,40.0,140.0,800.0,5000.0,1023.2952179396996,0.5475068010614883,1461.3006587888901,77.04680564014333,0.03570669037207578,105.61215793780396
