key_i,key_j,raw_matches,ratio_matches,mutual_matches,ransac_inliers,inlier_ratio,mean_reproj_error,coverage_i,coverage_j,selected_matches,verified,reason
left:25,left:24,10000,2178,1901,1186,0.6238821672803787,1.3134005635984018,0.42745038272583313,0.43605785041325457,40,True,accepted
left:25,right:24,10000,2114,1845,1292,0.7002710027100271,1.5688843973539521,0.43818185545187693,0.4458052986282812,40,True,accepted
right:25,left:24,10000,2117,1879,1223,0.6508781266631187,1.911409813342171,0.47068498721630064,0.4840466747765046,40,True,accepted
right:25,right:24,10000,2121,1868,1181,0.6322269807280514,2.124929423736713,0.47596116530806404,0.492050161949322,40,True,accepted
left:25,left:23,10000,191,121,59,0.48760330578512395,1.332107764444901,0.021840400938881194,0.02839980910624176,0,False,coverage
left:25,right:23,10000,187,124,67,0.5403225806451613,1.4652571340063998,0.019105625472328563,0.024459590328602034,0,False,coverage
right:25,left:23,10000,180,112,55,0.49107142857142855,1.6468104292883774,0.011001410007206402,0.014050196463318192,0,False,coverage
right:25,right:23,10000,185,115,62,0.5391304347826087,1.829270106130215,0.053221003655410805,0.06749080318717716,40,True,accepted
left:25,left:21,10000,27,8,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:25,right:21,10000,37,11,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:25,left:21,10000,30,12,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:25,right:21,10000,36,13,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:25,left:1,10000,356,261,129,0.4942528735632184,1.8696536696116655,0.2629036065031949,0.27704443349989,40,True,accepted
left:25,right:1,10000,362,246,130,0.5284552845528455,1.733672557218045,0.2793834595576794,0.28776250072153026,40,True,accepted
right:25,left:1,10000,373,278,130,0.4676258992805755,1.828039996740548,0.257585849294447,0.27291436745564607,40,True,accepted
right:25,right:1,10000,385,282,142,0.5035460992907801,2.0242921302079693,0.3121303005364778,0.3217804966754991,40,True,accepted
left:25,left:2,10000,586,453,264,0.5827814569536424,1.9484895923176195,0.3169393765360938,0.3135683210624211,40,True,accepted
left:25,right:2,10000,613,466,262,0.5622317596566524,1.7301486807152453,0.3050268606261344,0.31265991318851893,40,True,accepted
right:25,left:2,10000,597,473,268,0.5665961945031712,1.5377906765122262,0.3116696104032502,0.3171870294332506,40,True,accepted
right:25,right:2,10000,609,473,266,0.5623678646934461,1.8115618445619455,0.3163531560428713,0.32162616756652596,40,True,accepted
left:25,left:13,10000,30,7,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:25,right:13,10000,40,7,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:25,left:13,10000,42,13,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:25,right:13,10000,31,8,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:25,left:3,10000,253,179,88,0.49162011173184356,1.7634851793758415,0.18643217525335862,0.18506325827764644,40,True,accepted
left:25,right:3,10000,268,177,91,0.5141242937853108,1.555366450753557,0.16316104313410898,0.14555496631134138,40,True,accepted
right:25,left:3,10000,252,172,83,0.48255813953488375,1.9154731673418905,0.2079342942533121,0.20514366048626514,40,True,accepted
right:25,right:3,10000,246,180,96,0.5333333333333333,1.7208968379485192,0.22309806035170732,0.21180675765409585,40,True,accepted
left:25,left:4,10000,88,42,16,0.38095238095238093,1.5916411529917485,0.019883207929042038,0.025009504993088533,0,False,inlier_count+coverage
left:25,right:4,10000,93,46,18,0.391304347826087,1.4609099304887956,0.01881780795529624,0.023715501767037444,0,False,inlier_count+coverage
right:25,left:4,10000,86,40,18,0.45,1.5793165865860948,0.008970620682137229,0.011979937792275292,0,False,inlier_count+coverage
right:25,right:4,10000,91,42,18,0.42857142857142855,1.3818040405597547,0.009239624650796157,0.012256858883857398,0,False,inlier_count+coverage
left:26,right:26,10000,7985,7942,7940,0.9997481742634097,0.07924905273749466,0.967628588476361,0.9676986734122408,40,True,accepted
left:26,left:25,10000,1799,1578,946,0.5994930291508238,1.2174270737540551,0.37885119528747807,0.3887609854249073,40,True,accepted
left:26,right:25,10000,1786,1556,957,0.6150385604113111,1.641483460163673,0.3985721174601611,0.4136308835458522,40,True,accepted
right:26,left:25,10000,1790,1558,933,0.5988446726572529,1.24313411254111,0.3796284542359849,0.3897450942309856,40,True,accepted
right:26,right:25,10000,1808,1548,901,0.5820413436692506,1.8404135949656446,0.43590131857451264,0.45535973486291825,40,True,accepted
left:26,left:24,10000,253,179,67,0.3743016759776536,1.482485878315018,0.18176987346147425,0.19953102723293237,40,True,accepted
left:26,right:24,10000,258,186,71,0.3817204301075269,1.831738121670265,0.19373049074099347,0.21141697531451653,40,True,accepted
right:26,left:24,10000,257,184,59,0.32065217391304346,1.6561417241021241,0.19456114007979072,0.2130710147787426,40,True,accepted
right:26,right:24,10000,256,196,67,0.34183673469387754,1.7499767602609921,0.1860481074331432,0.20394164140607726,40,True,accepted
left:26,left:22,10000,43,5,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:26,right:22,10000,41,5,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:26,left:22,10000,45,3,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:26,right:22,10000,42,7,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:26,left:1,10000,771,589,324,0.5500848896434635,2.0512206574968035,0.350247533482386,0.3710022562566185,40,True,accepted
left:26,right:1,10000,758,570,331,0.5807017543859649,1.881203372637522,0.2887883435793104,0.2895689156920843,40,True,accepted
right:26,left:1,10000,761,614,334,0.5439739413680782,1.649988575615422,0.2683004318774917,0.26565166627576053,40,True,accepted
right:26,right:1,10000,768,599,348,0.5809682804674458,1.6339495719091086,0.28627525365214884,0.27971444273144647,40,True,accepted
left:26,left:4,10000,55,8,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:26,right:4,10000,43,11,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:26,left:4,10000,53,9,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:26,right:4,10000,53,16,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:26,left:11,10000,42,7,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:26,right:11,10000,35,8,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:26,left:11,10000,40,6,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:26,right:11,10000,35,4,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:26,left:10,10000,36,7,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:26,right:10,10000,31,8,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:26,left:10,10000,33,5,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:26,right:10,10000,41,8,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:26,left:15,10000,29,4,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:26,right:15,10000,38,6,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:26,left:15,10000,34,8,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:26,right:15,10000,35,6,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:27,right:27,10000,8204,8162,8162,1.0,0.06239055316805358,0.9766451154971916,0.9766561330965072,40,True,accepted
left:27,left:26,10000,1912,1590,1385,0.8710691823899371,1.014213846058847,0.5226014738925513,0.5244400167936437,40,True,accepted
left:27,right:26,10000,1914,1577,1341,0.8503487634749525,0.9859998375717108,0.4659314505203116,0.46515199983635275,40,True,accepted
right:27,left:26,10000,1931,1597,1372,0.8591108328115216,0.9728989843458626,0.5204708208531348,0.5215360717734248,40,True,accepted
right:27,right:26,10000,1920,1575,1343,0.8526984126984127,0.9369287255753657,0.5076602804497202,0.5081111582597921,40,True,accepted
left:27,left:25,10000,199,135,78,0.5777777777777777,1.3615405942412702,0.19865239717114022,0.20139911415356096,40,True,accepted
left:27,right:25,10000,198,132,74,0.5606060606060606,1.7490260724069517,0.19913631421124842,0.20462821485197236,40,True,accepted
right:27,left:25,10000,218,143,83,0.5804195804195804,1.324473638391485,0.2040016999071913,0.20838420856071568,40,True,accepted
right:27,right:25,10000,191,130,72,0.5538461538461539,1.437561844635681,0.18822429253455597,0.19360170412781952,40,True,accepted
left:27,left:23,10000,50,12,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:27,right:23,10000,32,8,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:27,left:23,10000,38,7,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:27,right:23,10000,33,6,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:27,left:0,10000,353,232,143,0.6163793103448276,1.4829816720852675,0.184115668363683,0.18035088825783865,40,True,accepted
left:27,right:0,10000,355,235,117,0.4978723404255319,1.6949142137109658,0.21888265147948252,0.2100135211320754,40,True,accepted
right:27,left:0,10000,356,255,146,0.5725490196078431,1.6809670835234,0.20507628100155517,0.1993767823815137,40,True,accepted
right:27,right:0,10000,359,242,128,0.5289256198347108,1.493798425905073,0.19980664921821287,0.19385498828995157,40,True,accepted
left:27,left:2,10000,60,30,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:27,right:2,10000,58,25,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:27,left:2,10000,59,27,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:27,right:2,10000,52,28,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:27,left:17,10000,36,13,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:27,right:17,10000,27,4,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:27,left:17,10000,30,11,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:27,right:17,10000,32,8,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:27,left:1,10000,201,116,70,0.603448275862069,1.817193816426253,0.18496345475523332,0.18539408668504873,40,True,accepted
left:27,right:1,10000,214,124,77,0.6209677419354839,2.109583852082786,0.1865124355828018,0.18755035100925843,40,True,accepted
right:27,left:1,10000,210,133,72,0.5413533834586466,1.6779918581960043,0.14661928141898414,0.14781150208097218,40,True,accepted
right:27,right:1,10000,209,135,82,0.6074074074074074,1.7886679362702222,0.1511336497851542,0.15500200411697654,40,True,accepted
left:27,left:9,10000,34,4,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:27,right:9,10000,35,9,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:27,left:9,10000,38,5,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:27,right:9,10000,33,8,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:27,left:15,10000,32,6,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:27,right:15,10000,38,4,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:27,left:15,10000,28,3,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:27,right:15,10000,31,5,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:27,left:16,10000,25,5,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:27,right:16,10000,33,3,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:27,left:16,10000,33,8,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:27,right:16,10000,40,6,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:27,left:8,10000,27,4,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:27,right:8,10000,23,7,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:27,left:8,10000,37,4,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:27,right:8,10000,29,5,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:28,right:28,10002,8030,7984,7984,1.0,0.07081146666299626,0.9818768836201675,0.9819055794197498,40,True,accepted
left:28,left:27,10002,1247,1015,923,0.90935960591133,1.1348322610260904,0.4079943031917943,0.40544288515784205,40,True,accepted
left:28,right:27,10002,1205,966,865,0.8954451345755694,1.0928768872706593,0.41725706402120855,0.41524806112952917,40,True,accepted
right:28,left:27,10000,1218,1002,890,0.8882235528942116,1.1394659761720303,0.4621408880044378,0.45740428602757366,40,True,accepted
right:28,right:27,10000,1163,960,850,0.8854166666666666,1.12618055004699,0.4026658411465882,0.40001030803014254,40,True,accepted
left:28,left:26,10002,327,230,196,0.8521739130434782,1.1543288535341985,0.27386498056107955,0.27089679561193697,40,True,accepted
left:28,right:26,10002,345,239,205,0.8577405857740585,1.2406254998903035,0.257203992840705,0.25261320250166003,40,True,accepted
right:28,left:26,10000,327,247,210,0.8502024291497976,1.1845600018984055,0.25579013003855183,0.2531965926242693,40,True,accepted
right:28,right:26,10000,344,234,202,0.8632478632478633,1.0463352254446754,0.24573742029463347,0.24344997791157183,40,True,accepted
left:28,left:24,10002,44,16,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:28,right:24,10002,44,14,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:28,left:24,10000,53,19,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:28,right:24,10000,58,16,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:28,left:12,10002,27,5,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:28,right:12,10002,36,8,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:28,left:12,10000,28,6,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:28,right:12,10000,36,8,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:28,left:18,10002,25,4,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:28,right:18,10002,26,7,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:28,left:18,10000,30,9,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:28,right:18,10000,24,9,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:28,left:15,10002,28,5,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:28,right:15,10002,33,4,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:28,left:15,10000,32,5,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:28,right:15,10000,35,2,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:29,right:29,10000,8028,7979,7977,0.9997493420228099,0.0713780132946898,0.9815824436736705,0.9815445906172554,40,True,accepted
left:29,left:28,10000,1395,1202,1002,0.8336106489184693,1.4254759561377113,0.47868382351479527,0.4696357523974568,40,True,accepted
left:29,right:28,10000,1407,1218,1012,0.8308702791461412,1.2502459455334907,0.4711167238291716,0.46289955557584395,40,True,accepted
right:29,left:28,10001,1398,1198,970,0.8096828046744574,1.2499497216211863,0.44458481877461065,0.4393427817951811,40,True,accepted
right:29,right:28,10001,1400,1201,953,0.7935054121565362,1.2038869037823565,0.46391509556529315,0.4580889621751968,40,True,accepted
left:29,left:27,10000,186,103,63,0.6116504854368932,1.325030435758038,0.16362573848852627,0.1604368716034353,40,True,accepted
left:29,right:27,10000,178,101,69,0.6831683168316832,1.414286367367749,0.183884290977669,0.18201785404580623,40,True,accepted
right:29,left:27,10001,201,111,68,0.6126126126126126,1.4091087881071476,0.22979851763850204,0.22414009414866298,40,True,accepted
right:29,right:27,10001,166,100,64,0.64,1.6450153604355036,0.27122249897523026,0.26235643945475035,40,True,accepted
left:29,left:25,10000,136,73,48,0.6575342465753424,1.198267083123916,0.1156912652999751,0.11454586969325638,40,True,accepted
left:29,right:25,10000,117,63,41,0.6507936507936508,1.0703438451367175,0.08376831792203779,0.08246489138809483,40,True,accepted
right:29,left:25,10001,134,70,44,0.6285714285714286,1.5065735587037574,0.14754723214363752,0.14733054893940847,40,True,accepted
right:29,right:25,10001,134,72,47,0.6527777777777778,1.1989826975335462,0.09095051243090436,0.08944482983547422,40,True,accepted
left:29,left:6,10000,28,2,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:29,right:6,10000,38,4,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:29,left:6,10001,24,2,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:29,right:6,10001,29,4,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:30,right:30,10000,8011,7963,7962,0.999874419188748,0.0678191242877516,0.9757045330492172,0.9757373074652657,40,True,accepted
left:30,left:29,10000,931,760,408,0.5368421052631579,2.056815995669115,0.3249556249762647,0.3222198714213885,40,True,accepted
left:30,right:29,10000,946,760,419,0.5513157894736842,1.5331542219055558,0.46291617801711177,0.4489483799400078,40,True,accepted
right:30,left:29,10000,938,735,410,0.5578231292517006,1.6946643412901987,0.46367565632269414,0.45021314081795333,40,True,accepted
right:30,right:29,10000,951,748,433,0.5788770053475936,1.6848509128252915,0.48422114885222933,0.4699093224144288,40,True,accepted
left:30,left:28,10000,173,93,54,0.5806451612903226,1.2518717335083698,0.16176414384723525,0.16092853148403996,40,True,accepted
left:30,right:28,10000,180,101,56,0.5544554455445545,1.068712422590193,0.16915310992150193,0.16811337784513083,40,True,accepted
right:30,left:28,10000,187,93,54,0.5806451612903226,1.1661920204914258,0.24385380216557273,0.23641293126014898,40,True,accepted
right:30,right:28,10000,177,102,59,0.5784313725490197,1.0196603514671805,0.1819373331872705,0.18040990795488746,40,True,accepted
left:30,left:26,10000,376,271,189,0.6974169741697417,1.4554915554132075,0.22143595396535679,0.22200974193653178,40,True,accepted
left:30,right:26,10000,366,272,200,0.7352941176470589,1.5287385074010542,0.2466554206604922,0.24493903706624706,40,True,accepted
right:30,left:26,10000,371,270,177,0.6555555555555556,1.5978464288672316,0.145512258071884,0.15037987305431605,40,True,accepted
right:30,right:26,10000,361,267,203,0.7602996254681648,1.8042177179357257,0.24685219711687492,0.2421867760099606,40,True,accepted
left:31,right:31,10000,8062,8019,8019,1.0,0.07192329053194038,0.9809751458949605,0.9809541864924566,40,True,accepted
left:31,left:30,10000,1820,1606,801,0.4987546699875467,1.6698084872274124,0.441363870195479,0.43435569507327443,40,True,accepted
left:31,right:30,10000,1820,1622,875,0.5394574599260172,1.5195060539616565,0.3764018759349841,0.3704097031128079,40,True,accepted
right:31,left:30,10000,1837,1602,871,0.5436953807740325,1.5786322916234314,0.4102462484245764,0.40358559374376535,40,True,accepted
right:31,right:30,10000,1840,1628,843,0.5178132678132679,1.4908912561773278,0.3983966920266642,0.39159546582415594,40,True,accepted
left:31,left:29,10000,155,91,46,0.5054945054945055,1.2899175999257317,0.1101001046627592,0.10726886893729318,40,True,accepted
left:31,right:29,10000,141,90,45,0.5,1.2415077291408538,0.10558586176831462,0.10328623288234182,40,True,accepted
right:31,left:29,10000,137,82,42,0.5121951219512195,1.693435557379842,0.12693902134888077,0.12244989688690872,40,True,accepted
right:31,right:29,10000,132,80,39,0.4875,1.2283633449594815,0.13594466636556068,0.13279250406356946,0,False,inlier_count
left:31,left:27,10000,49,22,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:31,right:27,10000,54,20,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:31,left:27,10000,46,16,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:31,right:27,10000,64,27,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:31,left:4,10000,50,16,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:31,right:4,10000,59,18,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:31,left:4,10000,50,20,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:31,right:4,10000,64,23,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:31,left:14,10000,30,8,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:31,right:14,10000,30,8,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:31,left:14,10000,23,5,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:31,right:14,10000,31,5,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:32,right:32,10001,7902,7855,7854,0.9998726925525143,0.07654007350837085,0.9692623468688202,0.9693147006875646,40,True,accepted
left:32,left:31,10001,2020,1820,849,0.4664835164835165,1.3622362955105676,0.3463387682097534,0.3442607716061641,40,True,accepted
left:32,right:31,10001,2016,1820,878,0.4824175824175824,1.4146737717366928,0.316810161674848,0.3149478624196741,40,True,accepted
right:32,left:31,10001,1996,1785,810,0.453781512605042,1.317643038287037,0.34164887918375236,0.33921145012134335,40,True,accepted
right:32,right:31,10001,2050,1848,862,0.46645021645021645,1.4204749939820631,0.3849478327601952,0.37997695697423056,40,True,accepted
left:32,left:30,10001,262,190,130,0.6842105263157895,1.0825358982500313,0.0987342290888552,0.09592563836939784,40,True,accepted
left:32,right:30,10001,260,198,132,0.6666666666666666,1.0678205004868446,0.15819950012134198,0.15422119109384352,40,True,accepted
right:32,left:30,10001,267,196,124,0.6326530612244898,1.0803698354208584,0.09636284178165325,0.09333796386949592,40,True,accepted
right:32,right:30,10001,280,221,131,0.5927601809954751,1.0649974448190218,0.09971725593104395,0.0967423350987067,40,True,accepted
left:32,left:28,10001,36,7,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:32,right:28,10001,42,5,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:32,left:28,10001,25,4,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:32,right:28,10001,34,3,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:33,right:33,10000,7858,7802,7801,0.9998718277364779,0.07332888696580894,0.9517395075011871,0.9517049460828857,40,True,accepted
left:33,left:32,10000,1282,1123,466,0.41495992876224397,1.2833268605267696,0.3608326399590607,0.3616162739804685,40,True,accepted
left:33,right:32,10000,1301,1136,470,0.4137323943661972,1.8477364468551618,0.2733377338474898,0.27463744422818276,40,True,accepted
right:33,left:32,10000,1289,1126,463,0.411190053285968,1.3068406095723253,0.27979167151891937,0.27871038295195166,40,True,accepted
right:33,right:32,10000,1360,1203,505,0.4197838736492103,1.5029241264006195,0.27216636161478497,0.270997730789672,40,True,accepted
left:33,left:31,10000,226,171,72,0.42105263157894735,1.3920327547486002,0.11479190055595359,0.10792381782202431,40,True,accepted
left:33,right:31,10000,244,187,80,0.42780748663101603,1.5608279650734578,0.13889610560665794,0.13450040081208062,40,True,accepted
right:33,left:31,10000,236,182,84,0.46153846153846156,1.8349819270172603,0.15874073590697013,0.1527638640563612,40,True,accepted
right:33,right:31,10000,265,202,94,0.46534653465346537,1.8716949248202719,0.16721085049620255,0.16321560389129813,40,True,accepted
left:33,left:29,10000,28,8,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:33,right:29,10000,31,8,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:33,left:29,10000,31,9,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:33,right:29,10000,33,11,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:33,left:23,10000,208,150,91,0.6066666666666667,1.6387609689625164,0.1419753058575044,0.1614721639401649,40,True,accepted
left:33,right:23,10000,211,142,80,0.5633802816901409,1.4346830950569252,0.048610390784037956,0.05573308629251183,40,True,accepted
right:33,left:23,10000,182,145,86,0.593103448275862,1.1369700993831147,0.05316247755669345,0.059720330800009845,40,True,accepted
right:33,right:23,10000,207,139,76,0.5467625899280576,1.4882194433555067,0.15665727409025512,0.17120463792018553,40,True,accepted
left:33,left:12,10000,29,8,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:33,right:12,10000,24,4,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:33,left:12,10000,21,5,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:33,right:12,10000,31,5,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:33,left:11,10000,25,7,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:33,right:11,10000,26,4,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:33,left:11,10000,27,7,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:33,right:11,10000,29,3,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:34,right:34,10000,7965,7915,7914,0.9998736576121289,0.06839050727245437,0.9788496558990417,0.9788439573832493,40,True,accepted
left:34,left:33,10000,1183,1033,516,0.4995159728944821,1.3245617407374146,0.1646150709313141,0.17067241056463445,40,True,accepted
left:34,right:33,10000,1173,1036,590,0.5694980694980695,1.3485390658686676,0.30977915257715904,0.3167266754675955,40,True,accepted
right:34,left:33,10000,1232,1087,583,0.5363385464581417,1.3983432859397162,0.2956159570662781,0.3005143923873426,40,True,accepted
right:34,right:33,10000,1235,1092,604,0.5531135531135531,1.3062305584514413,0.2861799790663001,0.29175003858637183,40,True,accepted
left:34,left:32,10000,227,161,72,0.4472049689440994,1.6061470222206007,0.06775855043335188,0.0691041731858879,40,True,accepted
left:34,right:32,10000,225,172,78,0.45348837209302323,1.6243792083409794,0.06942693318409304,0.06956177153628981,40,True,accepted
right:34,left:32,10000,222,163,79,0.48466257668711654,1.5286256794543875,0.06695297682846117,0.0672464646042891,40,True,accepted
right:34,right:32,10000,237,180,82,0.45555555555555555,1.4848569743715918,0.13716911324566824,0.1372853533181219,40,True,accepted
left:34,left:30,10000,37,10,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:34,right:30,10000,21,5,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:34,left:30,10000,26,5,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:34,right:30,10000,30,7,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:34,left:22,10000,114,84,29,0.34523809523809523,1.740180636939884,0.13330667964260892,0.14820029923555972,0,False,inlier_count
left:34,right:22,10000,111,77,28,0.36363636363636365,1.8507101045613121,0.15926955714214744,0.1757835018971507,0,False,inlier_count
right:34,left:22,10000,114,81,31,0.38271604938271603,1.67068506936141,0.18698206340932266,0.19868789698817993,0,False,inlier_count
right:34,right:22,10000,110,71,25,0.352112676056338,1.6773527421390455,0.03051506776372406,0.03294321830627252,0,False,inlier_count
left:34,left:21,10000,218,165,57,0.34545454545454546,1.875896409240923,0.5050897083513164,0.47915832031030403,40,True,accepted
left:34,right:21,10000,238,184,69,0.375,1.5359007754203005,0.47048297769041264,0.44718181030220405,40,True,accepted
right:34,left:21,10000,216,158,62,0.3924050632911392,1.6839414440384681,0.4991281041113881,0.47233122383718906,40,True,accepted
right:34,right:21,10000,221,165,64,0.3878787878787879,1.9060204966517813,0.5014011208546442,0.4762487359634413,40,True,accepted
left:34,left:14,10000,24,5,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:34,right:14,10000,22,7,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:34,left:14,10000,26,7,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:34,right:14,10000,26,8,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:34,left:4,10000,26,7,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:34,right:4,10000,28,7,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:34,left:4,10000,26,8,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:34,right:4,10000,25,7,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:34,left:20,10000,117,77,31,0.4025974025974026,1.6537629232261326,0.20637707933375327,0.18804624511566026,0,False,inlier_count
left:34,right:20,10000,117,63,33,0.5238095238095238,1.3271116285698994,0.23546335222687922,0.2143402884242327,0,False,inlier_count
