key_i,key_j,raw_matches,ratio_matches,mutual_matches,ransac_inliers,inlier_ratio,mean_reproj_error,coverage_i,coverage_j,selected_matches,verified,reason
left:4,left:3,10000,1282,1158,600,0.5181347150259067,1.8640766588514317,0.3108530289784496,0.316560525090421,40,True,accepted
left:4,right:3,10000,1300,1184,580,0.48986486486486486,1.8871591273133805,0.36763361724127214,0.3756618422451331,40,True,accepted
right:4,left:3,10000,1286,1165,582,0.4995708154506438,2.1102702946111114,0.2141867569419871,0.21906620811609548,40,True,accepted
right:4,right:3,10000,1275,1164,647,0.5558419243986255,1.9228284860027471,0.2544327942874351,0.26209568604148464,40,True,accepted
left:4,left:2,10000,209,164,69,0.42073170731707316,1.916480179166861,0.11510207362621742,0.10150630951745304,40,True,accepted
left:4,right:2,10000,203,151,58,0.3841059602649007,1.6167859543253993,0.02016759500043185,0.017719108421609175,0,False,coverage
right:4,left:2,10000,213,155,63,0.4064516129032258,1.3242834002651902,0.03122052625894056,0.028644197675017632,0,False,coverage
right:4,right:2,10000,198,150,65,0.43333333333333335,1.7370621971480305,0.05917485868234995,0.049786099608342495,40,True,accepted
left:4,left:0,10000,17,2,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:4,right:0,10000,20,5,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:4,left:0,10000,21,4,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:4,right:0,10000,22,3,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:5,right:5,10000,7762,7725,7723,0.9997411003236246,0.07096336544661308,0.9403476304296919,0.9403637849298425,40,True,accepted
left:5,left:4,10000,981,882,537,0.608843537414966,1.5383161375220085,0.09795357205266932,0.09969023035089661,40,True,accepted
left:5,right:4,10000,969,872,571,0.6548165137614679,1.757984050715404,0.2848158592102404,0.28937759501742627,40,True,accepted
right:5,left:4,10000,962,865,489,0.5653179190751445,1.2137072796996864,0.09730462585855244,0.09850099828493973,40,True,accepted
right:5,right:4,10000,986,877,583,0.6647662485746865,1.4914148450259213,0.2617012031813416,0.26269361514076744,40,True,accepted
left:5,left:3,10000,299,254,140,0.5511811023622047,1.8845621767212135,0.03365264644940781,0.03221419899549057,40,True,accepted
left:5,right:3,10000,296,246,134,0.5447154471544715,1.497730976308216,0.01980395968891864,0.01893057426512378,0,False,coverage
right:5,left:3,10000,289,248,129,0.5201612903225806,1.900829973033147,0.09701519224595544,0.0956932315326048,40,True,accepted
right:5,right:3,10000,284,238,133,0.5588235294117647,1.8116216821603093,0.10189958150834057,0.09394473150046927,40,True,accepted
left:5,left:1,10000,10,1,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:5,right:1,10000,13,5,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:5,left:1,10000,11,1,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
right:5,right:1,10000,13,4,0,0.0,,0.0,0.0,0,False,insufficient_mutual_matches
left:6,right:6,10000,7773,7733,7730,0.9996120522436311,0.07243646187154781,0.9497107212887996,0.9496630557662538,40,True,accepted
