key_i,key_j,roles,provenance,raw_matches,ratio_matches,ransac_inliers,inlier_ratio,mean_reproj_error,coverage_i,coverage_j,quality_score,selected_matches,observation_index
left:40,right:40,intra_pair,intra_pair,10000,8034,7945,0.9994967920493144,0.07423461747494815,0.973365349228796,0.9733814406874924,117.69060620818234,40,40
left:41,right:41,intra_pair,intra_pair,10001,7974,7906,0.9992416582406471,0.0741842931911981,0.9518633623852062,0.9519104673043375,115.07637063177405,40,41
left:42,right:42,intra_pair,intra_pair,10000,7829,7781,0.9996145940390545,0.08372125127004028,0.9580728537556694,0.9581025659963338,102.48901677163784,40,42
left:43,right:43,intra_pair,intra_pair,10000,7793,7745,0.9997418355492449,0.07546977212180837,0.9478896821594339,0.947865545847721,112.4392903202071,40,43
left:44,right:44,intra_pair,intra_pair,10001,7930,7886,0.9997464503042597,0.07687579272819518,0.9453117790227374,0.9452783496939255,110.30383068545873,40,44
left:45,right:45,intra_pair,intra_pair,10000,8007,7949,0.9996227364185111,0.07810596840541777,0.9664606136871223,0.966416866951771,111.0790153591885,40,45
left:46,right:46,intra_pair,intra_pair,10000,7969,7899,0.9996203492786636,0.0838449508539194,0.9683007245394752,0.9682804282586377,103.60247292348392,40,46
left:47,right:47,intra_pair,intra_pair,10000,7935,7880,0.9986060068432391,0.08343125046595647,0.9726681537669092,0.9726523078667735,104.45212294161823,40,47
left:48,right:48,intra_pair,intra_pair,10000,7912,7855,0.9993638676844784,0.07629668988525522,0.9463841441762252,0.9463795019303229,111.17911032218278,40,48
left:49,right:49,intra_pair,intra_pair,10000,8012,7961,0.9998744034162271,0.06958302518927134,0.9768547984788498,0.9768635561206926,126.08401350981417,40,49
left:50,right:50,intra_pair,intra_pair,10000,8173,8117,0.9996305418719211,0.06936969286484655,0.9670624020307114,0.9669393003540303,125.42783977132504,40,50
left:51,right:51,intra_pair,intra_pair,10000,8116,8061,0.9995040297582145,0.0672706465813967,0.9376541217656935,0.9376443385270447,125.31059289889146,40,51
left:52,right:52,intra_pair,intra_pair,10001,8070,8022,0.9998753583447588,0.06333301372760125,0.9700355446033435,0.9700429562282556,137.6763880800983,40,52
left:53,right:53,intra_pair,intra_pair,10000,8026,7993,1.0,0.06392876554489697,0.9604295990907257,0.9604065463973456,135.00193550850298,40,53
left:54,right:54,intra_pair,intra_pair,10001,8162,8111,0.9998767258382643,0.06260868256352257,0.9658576020190389,0.9658833333516923,138.8396893625917,40,54
left:55,right:55,intra_pair,intra_pair,10001,8038,7990,0.9998748592166187,0.06386668775710382,0.9669297491200318,0.9670246405896709,136.02828798383905,40,55
left:56,right:56,intra_pair,intra_pair,10001,7901,7835,1.0,0.07020294330871955,0.9632607939782558,0.9632626800141505,123.02816447551322,40,56
left:57,right:57,intra_pair,intra_pair,10001,7796,7747,0.9998709344346928,0.07396129100330505,0.9748676683303024,0.9748162582726747,118.0133553774528,40,57
left:58,right:58,intra_pair,intra_pair,10000,8126,8080,0.9998762529389927,0.061219268654045596,0.9639215869712286,0.9639311845833691,141.6457428945917,40,58
left:59,right:59,intra_pair,intra_pair,10000,8168,8128,0.9998769836388239,0.061936247141126055,0.9125769753413635,0.9125598306520355,132.6333044947922,40,59
left:60,right:60,intra_pair,intra_pair,10000,8160,8120,0.9998768624553627,0.0624896611265718,0.9269890403614051,0.926946937379677,133.51662458126538,40,60
left:61,right:61,intra_pair,intra_pair,10000,8125,8076,1.0,0.06468886595426084,0.8971635973800666,0.8971640347118474,124.77348064328893,40,61
left:62,right:62,intra_pair,intra_pair,10001,8192,8142,0.9998771951369274,0.06379442581412524,0.9063513313139835,0.9063047799530152,127.91190292182057,40,62
left:63,right:63,intra_pair,intra_pair,10001,8251,8205,0.9998781379478431,0.06954838926153753,0.9236537390206507,0.9234215733787411,119.64784226734795,40,63
left:64,right:64,intra_pair,intra_pair,10001,8013,7960,0.9994977398292315,0.07579544020284308,0.956650885053297,0.9564099884672027,113.28310514259869,40,64
left:65,right:65,intra_pair,intra_pair,10000,8002,7967,1.0,0.07639973055590296,0.956529935827395,0.956533602954301,112.46867592972099,40,65
left:66,right:66,intra_pair,intra_pair,10000,7966,7927,0.9998738647830474,0.07386445534796855,0.9295698588372938,0.9295762727706105,112.97257337215551,40,66
left:67,right:67,intra_pair,intra_pair,10000,7936,7892,1.0,0.07340300038810481,0.9613890779190081,0.9614025299145259,117.5310265609544,40,67
left:68,right:68,intra_pair,intra_pair,10000,7967,7925,0.9998738329548322,0.06998616027236723,0.9540727236619667,0.9540594715266317,122.37063796321227,40,68
left:69,right:69,intra_pair,intra_pair,10001,7892,7845,0.99987254652052,0.07041890099826072,0.9367131170044222,0.936694138089821,119.26993181635193,40,69
left:1,right:0,tree,tree,10000,1538,695,0.5265151515151515,1.515035082248502,0.2847625454286456,0.282462938624974,0.642513448383745,40,70
right:1,left:0,tree,tree,10000,1505,626,0.48489542989930284,1.9614535837257392,0.3278165294149378,0.32337282236295345,0.5149001826439137,40,71
left:2,right:1,tree,tree,10000,1879,809,0.48882175226586105,1.6223159518786772,0.2922751275915706,0.29594839297147063,0.58977885217713,40,72
right:2,left:1,tree,tree,10000,1854,760,0.46740467404674046,1.8526529509656344,0.43929591002193297,0.4416743332136046,0.735313995083171,40,73
left:2,right:0,strong,strong,10000,164,56,0.5490196078431373,1.2721311078886033,0.07399099677348335,0.07494901147837552,0.12910520973801481,40,74
right:2,left:0,strong,strong,10000,175,53,0.452991452991453,1.2919077411683817,0.07684692547777189,0.0783691137587608,0.1074847788668377,40,75
left:3,left:2,tree,tree,10001,1720,772,0.5049051667756703,1.672657522066781,0.31827707788113485,0.3314710827671958,0.6389218762676159,40,76
right:3,right:2,tree,tree,10000,1706,753,0.49280104712041883,1.985376449155569,0.4028701351829319,0.41248924464531345,0.6625294910033446,40,77
left:4,left:2,tree,tree,10000,209,69,0.42073170731707316,1.916480179166861,0.11510207362621742,0.10150630951745304,0.09467359280340099,40,78
right:4,right:2,tree,tree,10000,198,65,0.43333333333333335,1.7370621971480305,0.05917485868234995,0.049786099608342495,0.052034671555535726,40,79
left:4,left:3,strong,strong,10000,1282,600,0.5181347150259067,1.8640766588514317,0.3108530289784496,0.316560525090421,0.5528641265248895,40,80
right:4,right:3,strong,strong,10000,1275,647,0.5558419243986255,1.9228284860027471,0.2544327942874351,0.26209568604148464,0.47615568865615704,40,81
left:5,left:4,tree,tree,10000,981,537,0.608843537414966,1.5383161375220085,0.09795357205266932,0.09969023035089661,0.24377146329264018,40,82
right:5,right:4,tree,tree,10000,986,583,0.6647662485746865,1.4914148450259213,0.2617012031813416,0.26269361514076744,0.7430338675869325,40,83
left:5,left:3,strong,strong,10000,299,140,0.5511811023622047,1.8845621767212135,0.03365264644940781,0.03221419899549057,0.04662591180807664,40,84
right:5,right:3,strong,strong,10000,284,133,0.5588235294117647,1.8116216821603093,0.10189958150834057,0.09394473150046927,0.14193318217069747,40,85
left:6,right:5,tree,tree,10000,490,200,0.5037783375314862,1.4463267550766108,0.23543546043651348,0.24269320937124372,0.43490183583457326,40,86
right:6,left:5,tree,tree,10000,485,180,0.47619047619047616,1.1212488160643805,0.1896670156374059,0.20011247153286293,0.41874335805740764,40,87
left:7,left:6,tree,tree,10002,584,250,0.5787037037037037,1.5428979176237174,0.48510710372873,0.5028915520689348,1.0053662597229267,40,88
right:7,right:6,tree,tree,10000,573,247,0.5652173913043478,1.4507592593269905,0.2879541748972755,0.3008157310588321,0.6185360429276668,40,89
left:8,left:7,tree,tree,10000,684,238,0.4423791821561338,1.7921104513409112,0.22610532753559334,0.24103177283242494,0.3056614461147191,40,90
right:8,right:7,tree,tree,10000,734,258,0.45907473309608543,1.6210404074613078,0.4000011517594317,0.4207821905259401,0.6294735453117346,40,91
left:8,left:6,strong,strong,10000,146,40,0.46511627906976744,1.760827624712484,0.16232926963590152,0.16665218736322746,0.1592330234749106,40,92
right:8,right:6,strong,strong,10000,173,43,0.43434343434343436,1.894492320851219,0.11580983972242644,0.12367242948050275,0.1004751202818532,40,93
left:9,right:8,tree,tree,10000,1048,235,0.31459170013386883,2.0738686964470987,0.4564507075895306,0.46235681023510333,0.37831799666102534,40,94
right:9,left:8,tree,tree,10001,1075,240,0.3252032520325203,1.6202451445356587,0.42118438778290185,0.4262528918337222,0.4636675481588424,40,95
right:9,right:7,strong,strong,10001,399,43,0.3739130434782609,1.7566909529396966,0.17748981268660158,0.20587817317262172,0.14296223402392855,40,96
left:10,right:9,tree,tree,10000,2025,449,0.27681874229346487,1.8763668900248331,0.5208889785145666,0.5168364144199777,0.46582021268776996,40,97
right:10,left:9,tree,tree,10000,2036,442,0.27000610873549175,1.714549971979166,0.5223066120991221,0.5181115612469104,0.49718527815337016,40,98
left:11,left:10,tree,tree,10000,1971,542,0.3370646766169154,1.7108013535548938,0.49721234037489836,0.48749013877313063,0.6048120996472761,40,99
right:11,right:10,tree,tree,10000,1957,533,0.33564231738035266,1.5799644954414163,0.5757625537267813,0.5706299933160095,0.7613261036500449,40,100
left:11,right:9,strong,strong,10000,790,119,0.2570194384449244,1.5674857404630513,0.3488883331146983,0.34501930747343973,0.27084045308049487,40,101
right:11,left:9,strong,strong,10000,778,118,0.25820568927789933,1.3910718607546881,0.2953462798150673,0.29364251015911413,0.2604852343302092,40,102
left:12,left:11,tree,tree,10000,1645,492,0.3870967741935484,1.6134336394103426,0.45297238451365107,0.4491698997584322,0.6681995441941416,40,103
right:12,right:11,tree,tree,10000,1698,499,0.3886292834890966,1.710947484771642,0.4886416857989981,0.4834912637793642,0.6824973449882011,40,104
left:12,right:10,strong,strong,10000,654,127,0.3239795918367347,1.6436721730272081,0.2500104726031083,0.24462346438932522,0.23395040452569513,40,105
right:12,left:10,strong,strong,10000,683,118,0.2789598108747045,1.9316060142617926,0.34018033353101707,0.3319873526148848,0.22913564691425772,40,106
left:13,right:12,tree,tree,10000,735,261,0.5117647058823529,1.711835163314492,0.4195762211561502,0.4081616252746159,0.6794639218272597,40,107
right:13,left:12,tree,tree,10000,763,282,0.5444015444015444,1.5218121150296535,0.3907487784326444,0.3811126105829869,0.7696790614103293,40,108
left:13,right:11,strong,strong,10000,332,85,0.39906103286384975,1.6582891712461734,0.3212905363442649,0.3085890144000931,0.33078311452515874,40,109
right:13,left:11,strong,strong,10000,375,98,0.4537037037037037,1.7294228700986907,0.33674517896221173,0.32853059036423243,0.39604408631747073,40,110
left:14,right:13,tree,tree,10000,1777,649,0.4300861497680583,1.4555364252326917,0.4160022648218673,0.40952185013840703,0.7837565853568267,40,111
right:14,left:13,tree,tree,10000,1763,625,0.4150066401062417,1.4612841448827498,0.4054101634895565,0.3988354192039487,0.7293833609812355,40,112
left:14,right:12,strong,strong,10000,390,140,0.6222222222222222,1.8090732299860695,0.3199463074449955,0.3004548537485309,0.5114047262987262,40,113
right:14,left:12,strong,strong,10000,377,117,0.582089552238806,1.7338420538952632,0.34229979187974835,0.3209780499812106,0.5140863389235423,40,114
left:15,right:14,tree,tree,10001,960,371,0.5455882352941176,1.6946985173108744,0.4995699888611174,0.49887767445976156,0.9506199227850595,40,115
right:15,left:14,tree,tree,10000,945,337,0.5037369207772795,1.5982338873638477,0.47303594920654113,0.4717103944750793,0.8657426956035666,40,116
left:15,left:13,strong,strong,10001,521,143,0.41569767441860467,1.6424550612305961,0.3127410638307162,0.3085840038256793,0.38814796921457856,40,117
right:15,right:13,strong,strong,10000,541,176,0.4943820224719101,1.9358050838984917,0.34194855098738913,0.3415813241253867,0.4515457593349701,40,118
left:15,left:11,strong,strong,10001,612,207,0.5012106537530266,1.9359445233594539,0.3194942772834009,0.2960708899017698,0.40913238446452643,40,119
right:15,right:11,strong,strong,10000,637,213,0.504739336492891,2.098705375914888,0.34493728990232597,0.31658510094534964,0.4085588947896628,40,120
left:16,right:14,tree,tree,10000,361,109,0.5240384615384616,1.8698411555061965,0.3356724918088693,0.3173492012194589,0.41805928045565055,40,121
right:16,left:14,tree,tree,10000,367,109,0.5141509433962265,1.7721429278757121,0.3836902400972434,0.3616004784313979,0.4931316593333497,40,122
left:16,left:15,strong,strong,10000,1441,448,0.4057971014492754,1.6842951540017825,0.5561366319048023,0.5504900201453556,0.8099710215071408,40,123
right:16,right:15,strong,strong,10000,1404,431,0.40545625587958606,1.6178780207782404,0.5056032268683318,0.5009873427434245,0.7619048651925798,40,124
left:16,right:12,strong,strong,10000,480,130,0.44982698961937717,1.722096240513425,0.2570885881798025,0.2416500898769242,0.30772798858479294,40,125
right:16,left:12,strong,strong,10000,500,146,0.512280701754386,2.1108572306995783,0.2930959468443313,0.27643959068375873,0.33480147611068756,40,126
left:17,left:15,tree,tree,10001,520,127,0.41368078175895767,1.7272662776415042,0.2360264598541013,0.2327168962957723,0.270431462685054,40,127
right:17,right:15,tree,tree,10000,523,107,0.37282229965156793,1.4062149525154515,0.20942153606414415,0.2059511371952796,0.25565696944578653,40,128
left:17,right:16,strong,strong,10001,1728,543,0.3966398831263696,1.492599745841993,0.5355856891858907,0.5291743989897535,0.8857673369735405,40,129
right:17,left:16,strong,strong,10000,1703,507,0.38091660405709993,1.5875024297842486,0.5237213939756507,0.518784144844791,0.7755745212108741,40,130
left:18,left:17,tree,tree,10000,1966,625,0.38699690402476783,1.4178363480500746,0.6276702500344694,0.6173395388780892,1.0850436953474976,40,131
right:18,right:17,tree,tree,10000,1953,671,0.4098961514966402,1.5013451777902487,0.6407564622612256,0.6312547739427042,1.1220078521631747,40,132
left:18,left:8,loop,loop,10000,564,121,0.4898785425101215,1.8145695190901157,0.24507801957744468,0.23140045818849922,0.30011222185528114,40,133
right:18,right:8,loop,loop,10000,516,111,0.44047619047619047,1.447638310864036,0.17797569784705541,0.16964338743561377,0.243558259255881,40,134
left:18,left:16,strong,strong,10000,506,150,0.4411764705882353,1.4807149435979314,0.2242457064546685,0.21637729792683025,0.323460018284902,40,135
right:18,right:16,strong,strong,10000,583,183,0.49326145552560646,1.53308812517767,0.2352254537649777,0.22731053738281068,0.38139790971422216,40,136
left:19,left:18,tree,tree,10001,927,309,0.36829558998808104,1.578650857243675,0.5909575154756649,0.5818827988649994,0.7787501515464558,40,137
right:19,right:18,tree,tree,10000,896,282,0.35516372795969775,1.5731492764036141,0.610516337418201,0.5983084132731772,0.7625737148263567,40,138
right:19,right:7,loop,loop,10000,258,72,0.5255474452554745,1.73164539078186,0.32592428094110526,0.3193412655184327,0.41582592290293857,40,139
left:19,left:8,loop,loop,10001,374,123,0.48616600790513836,1.9480464175522716,0.26673469999172084,0.24007128258209393,0.28880033082105055,40,140
right:19,left:8,loop,loop,10000,370,112,0.44621513944223107,1.9247798790612138,0.2653929598908392,0.24607738549339572,0.2696844719865366,40,141
left:19,left:17,strong,strong,10001,341,91,0.3473282442748092,1.296129479161785,0.19071878039136186,0.18258273768713096,0.22123882573634784,40,142
right:19,right:17,strong,strong,10000,347,94,0.34306569343065696,1.7197141872102082,0.24955644387596587,0.24158029079796253,0.21946413097767056,40,143
left:20,right:19,tree,tree,10000,650,375,0.7062146892655368,1.8103145798076032,0.41664383562107116,0.3991668570246929,0.9233397545344634,40,144
right:20,left:19,tree,tree,10000,694,393,0.6822916666666666,1.8479136061697505,0.4983101978014054,0.48100862486586526,1.0613952070872017,40,145
left:20,left:7,loop,loop,10000,204,79,0.5642857142857143,2.243129970686984,0.3130333269767379,0.28412894621891555,0.31320949370829,40,146
right:20,left:7,loop,loop,10000,200,68,0.5151515151515151,1.8454178598922195,0.25009284191578357,0.23026993553549735,0.2721692422758592,40,147
left:20,right:18,strong,strong,10000,172,58,0.43609022556390975,1.6486642642787388,0.18053150305741206,0.16763870376960327,0.1808073648358082,40,148
right:20,left:18,strong,strong,10000,165,59,0.44029850746268656,1.7210146100948005,0.2391254668464452,0.221556602561507,0.23207667243704855,40,149
left:21,left:20,tree,tree,10000,390,197,0.6566666666666666,1.0650573078840675,0.21345179066356146,0.21132749260418573,0.689034494163181,40,150
right:21,right:20,tree,tree,10000,416,201,0.6242236024844721,1.100254285145566,0.2673136025601544,0.26548673856626553,0.7995440044961097,40,151
left:21,left:6,strong,strong,10000,134,41,0.41,1.645802406508698,0.3805515745738938,0.34746145941678613,0.3235291745373232,40,152
right:21,left:6,strong,strong,10000,149,45,0.38461538461538464,1.8151404319850213,0.3392636720597389,0.30314819290118944,0.24593246144315062,40,153
left:22,left:21,tree,tree,10000,712,319,0.5397631133671743,1.9132052006426175,0.3737576032882205,0.3299020795346678,0.5368783555672946,40,154
right:22,right:21,tree,tree,10000,697,298,0.519163763066202,1.840442023007541,0.4209819500013096,0.36949177834618524,0.5941490746289874,40,155
left:22,right:5,loop,loop,10000,381,217,0.7114754098360656,1.622437618283752,0.12614339786848194,0.11349196708126377,0.2679795946582864,40,156
right:22,right:4,loop,loop,10000,261,165,0.7603686635944701,1.4078231405625194,0.14668296085183227,0.13094246392820094,0.3615314798198453,40,157
left:22,left:3,strong,strong,10000,105,57,0.7402597402597403,1.2826383170767046,0.049227781270954646,0.044607891257171364,0.10453571522161849,40,158
left:23,right:22,tree,tree,10000,777,343,0.5036710719530103,1.6410944003374166,0.3674662129790286,0.36611218950336477,0.656278127461158,40,159
right:23,left:22,tree,tree,10000,783,454,0.6656891495601173,1.9468282927751908,0.18100487073941748,0.18404466506583764,0.3787968816068314,40,160
left:23,left:4,loop,loop,10000,386,168,0.5526315789473685,1.8328449410729095,0.20773588420097028,0.18654169245959076,0.288532301003591,40,161
right:23,left:3,loop,loop,10000,241,96,0.5274725274725275,1.2316114445474182,0.09905025193273272,0.09122301396217282,0.17872851829054434,40,162
left:23,left:3,loop,loop,10000,243,111,0.5634517766497462,1.2659969899996937,0.0861713041890452,0.08017238538364618,0.1683652259048649,40,163
left:24,left:23,tree,tree,10000,860,330,0.47413793103448276,1.5765488840782764,0.3125584636675377,0.322566957795204,0.545399621129958,40,164
right:24,right:23,tree,tree,10000,843,322,0.4742268041237113,1.8552616394610577,0.26957658051895117,0.2783372965651421,0.3981202450151499,40,165
left:24,right:2,loop,loop,10000,414,180,0.5960264900662252,2.0894614467920998,0.3278678659083809,0.3280651911020716,0.4861918182806918,40,166
left:24,left:2,loop,loop,10000,413,166,0.538961038961039,1.720860721955081,0.28757385738298735,0.2928632761968965,0.4609571507167605,40,167
left:24,left:3,loop,loop,10000,475,182,0.4879356568364611,1.3416803592373021,0.26531738461631593,0.26018751362267767,0.49294050903172537,40,168
right:24,left:3,loop,loop,10000,495,200,0.5235602094240838,1.8941227283725477,0.3074735544998176,0.29810661531368404,0.4369950311348246,40,169
left:24,left:4,strong,strong,10000,230,69,0.45098039215686275,1.7466760804496921,0.06284330411469784,0.06314190509947885,0.0689349056417411,40,170
right:24,right:4,strong,strong,10000,235,64,0.39263803680981596,2.0274956423135095,0.13724281302376584,0.13484623265700388,0.10900935773885594,40,171
left:24,right:22,strong,strong,10000,167,61,0.5700934579439252,1.9093885617566584,0.03508884731851969,0.040906906075827885,0.04323836121575017,40,172
left:25,right:24,tree,tree,10000,2114,1292,0.7002710027100271,1.5688843973539521,0.43818185545187693,0.4458052986282812,1.4012917271382392,40,173
right:25,left:24,tree,tree,10000,2117,1223,0.6508781266631187,1.911409813342171,0.47068498721630064,0.4840466747765046,1.1395626927871714,40,174
right:25,left:2,loop,loop,10000,597,268,0.5665961945031712,1.5377906765122262,0.3116696104032502,0.3171870294332506,0.6424632532511083,40,175
left:25,right:2,loop,loop,10000,613,262,0.5622317596566524,1.7301486807152453,0.3050268606261344,0.31265991318851893,0.5523227039590396,40,176
right:25,right:3,loop,loop,10000,246,96,0.5333333333333333,1.7208968379485192,0.22309806035170732,0.21180675765409585,0.3002943163564705,40,177
left:25,right:1,strong,strong,10000,362,130,0.5284552845528455,1.733672557218045,0.2793834595576794,0.28776250072153026,0.4151774998392194,40,178
right:25,left:1,strong,strong,10000,373,130,0.4676258992805755,1.828039996740548,0.257585849294447,0.27291436745564607,0.3212379343069226,40,179
right:25,right:23,strong,strong,10000,185,62,0.5391304347826087,1.829270106130215,0.053221003655410805,0.06749080318717716,0.06498720974809626,40,180
left:26,right:25,tree,tree,10000,1786,957,0.6150385604113111,1.641483460163673,0.3985721174601611,0.4136308835458522,1.0251877188439398,40,181
right:26,left:25,tree,tree,10000,1790,933,0.5988446726572529,1.24313411254111,0.3796284542359849,0.3897450942309856,1.250770044262309,40,182
right:26,right:1,loop,loop,10000,768,348,0.5809682804674458,1.6339495719091086,0.28627525365214884,0.27971444273144647,0.5823185598490055,40,183
left:26,left:1,loop,loop,10000,771,324,0.5500848896434635,2.0512206574968035,0.350247533482386,0.3710022562566185,0.543259544952393,40,184
left:26,left:24,strong,strong,10000,253,67,0.3743016759776536,1.482485878315018,0.18176987346147425,0.19953102723293237,0.19364870757864144,40,185
right:26,right:24,strong,strong,10000,256,67,0.34183673469387754,1.7499767602609921,0.1860481074331432,0.20394164140607726,0.1533462791997329,40,186
left:27,left:26,tree,tree,10000,1912,1385,0.8710691823899371,1.014213846058847,0.5226014738925513,0.5244400167936437,3.247001260144185,40,187
right:27,right:26,tree,tree,10000,1920,1343,0.8526984126984127,0.9369287255753657,0.5076602804497202,0.5081111582597921,3.3281239040871435,40,188
left:27,left:0,loop,loop,10000,353,143,0.6163793103448276,1.4829816720852675,0.184115668363683,0.18035088825783865,0.37253779148469884,40,189
right:27,left:0,loop,loop,10000,356,146,0.5725490196078431,1.6809670835234,0.20507628100155517,0.1993767823815137,0.3388956419024037,40,190
left:27,left:1,loop,loop,10000,201,70,0.603448275862069,1.817193816426253,0.18496345475523332,0.18539408668504873,0.26182264678063843,40,191
left:27,right:1,loop,loop,10000,214,77,0.6209677419354839,2.109583852082786,0.1865124355828018,0.18755035100925843,0.2391874399972451,40,192
left:27,left:25,strong,strong,10000,199,78,0.5777777777777777,1.3615405942412702,0.19865239717114022,0.20139911415356096,0.36834119404441523,40,193
right:27,right:25,strong,strong,10000,191,72,0.5538461538461539,1.437561844635681,0.18822429253455597,0.19360170412781952,0.31112992119304883,40,194
left:28,right:27,tree,tree,10002,1205,865,0.8954451345755694,1.0928768872706593,0.41725706402120855,0.41524806112952917,2.3012890172656197,40,195
right:28,left:27,tree,tree,10000,1218,890,0.8882235528942116,1.1394659761720303,0.4621408880044378,0.45740428602757366,2.4218122516737295,40,196
left:28,left:26,strong,strong,10002,327,196,0.8521739130434782,1.1543288535341985,0.27386498056107955,0.27089679561193697,1.0565730615283688,40,197
right:28,right:26,strong,strong,10000,344,202,0.8632478632478633,1.0463352254446754,0.24573742029463347,0.24344997791157183,1.0671627139022417,40,198
left:29,right:28,tree,tree,10000,1407,1012,0.8308702791461412,1.2502459455334907,0.4711167238291716,0.46289955557584395,2.1289841166818015,40,199
right:29,left:28,tree,tree,10001,1398,970,0.8096828046744574,1.2499497216211863,0.44458481877461065,0.4393427817951811,1.9575294529950256,40,200
left:29,right:27,strong,strong,10000,178,69,0.6831683168316832,1.414286367367749,0.183884290977669,0.18201785404580623,0.3735417772724533,40,201
right:29,left:27,strong,strong,10001,201,68,0.6126126126126126,1.4091087881071476,0.22979851763850204,0.22414009414866298,0.4125935460981674,40,202
left:29,left:25,strong,strong,10000,136,48,0.6575342465753424,1.198267083123916,0.1156912652999751,0.11454586969325638,0.24462261159259927,40,203
right:29,right:25,strong,strong,10001,134,47,0.6527777777777778,1.1989826975335462,0.09095051243090436,0.08944482983547422,0.1885180974337059,40,204
left:30,right:29,tree,tree,10000,946,419,0.5513157894736842,1.5331542219055558,0.46291617801711177,0.4489483799400078,0.9751377415404989,40,205
right:30,left:29,tree,tree,10000,938,410,0.5578231292517006,1.6946643412901987,0.46367565632269414,0.45021314081795333,0.8919196423920324,40,206
left:30,left:26,strong,strong,10000,376,189,0.6974169741697417,1.4554915554132075,0.22143595396535679,0.22200974193653178,0.5567288394085085,40,207
right:30,right:26,strong,strong,10000,361,203,0.7602996254681648,1.8042177179357257,0.24685219711687492,0.2421867760099606,0.542755396860694,40,208
left:30,right:28,strong,strong,10000,180,56,0.5544554455445545,1.068712422590193,0.16915310992150193,0.16811337784513083,0.35262809588248617,40,209
right:30,left:28,strong,strong,10000,187,54,0.5806451612903226,1.1661920204914258,0.24385380216557273,0.23641293126014898,0.47170127922949684,40,210
left:31,right:30,tree,tree,10000,1820,875,0.5394574599260172,1.5195060539616565,0.3764018759349841,0.3704097031128079,0.8909833813677197,40,211
right:31,left:30,tree,tree,10000,1837,871,0.5436953807740325,1.5786322916234314,0.4102462484245764,0.40358559374376535,0.94112941710297,40,212
left:31,right:29,strong,strong,10000,141,45,0.5,1.2415077291408538,0.10558586176831462,0.10328623288234182,0.1592602362024481,40,213
right:31,left:29,strong,strong,10000,137,42,0.5121951219512195,1.693435557379842,0.12693902134888077,0.12244989688690872,0.1393000818501334,40,214
left:32,left:31,tree,tree,10001,2020,849,0.4664835164835165,1.3622362955105676,0.3463387682097534,0.3442607716061641,0.795185121546387,40,215
right:32,right:31,tree,tree,10001,2050,862,0.46645021645021645,1.4204749939820631,0.3849478327601952,0.37997695697423056,0.8435328451385637,40,216
left:32,right:30,strong,strong,10001,260,132,0.6666666666666666,1.0678205004868446,0.15819950012134198,0.15422119109384352,0.47086238481821346,40,217
right:32,left:30,strong,strong,10001,267,124,0.6326530612244898,1.0803698354208584,0.09636284178165325,0.09333796386949592,0.2639043609013225,40,218
left:33,left:32,tree,tree,10000,1282,466,0.41495992876224397,1.2833268605267696,0.3608326399590607,0.3616162739804685,0.7171172593458557,40,219
right:33,right:32,tree,tree,10000,1360,505,0.4197838736492103,1.5029241264006195,0.27216636161478497,0.270997730789672,0.47130344036482447,40,220
right:33,right:23,loop,loop,10000,207,76,0.5467625899280576,1.4882194433555067,0.15665727409025512,0.17120463792018553,0.2500071644275918,40,221
left:33,left:23,loop,loop,10000,208,91,0.6066666666666667,1.6387609689625164,0.1419753058575044,0.1614721639401649,0.23766067265071047,40,222
left:33,right:31,strong,strong,10000,244,80,0.42780748663101603,1.5608279650734578,0.13889610560665794,0.13450040081208062,0.16200226516203006,40,223
right:33,left:31,strong,strong,10000,236,84,0.46153846153846156,1.8349819270172603,0.15874073590697013,0.1527638640563612,0.1707020466438106,40,224
left:34,right:33,tree,tree,10000,1173,590,0.5694980694980695,1.3485390658686676,0.30977915257715904,0.3167266754675955,0.8348815605379857,40,225
right:34,left:33,tree,tree,10000,1232,583,0.5363385464581417,1.3983432859397162,0.2956159570662781,0.3005143923873426,0.7222465121096028,40,226
left:34,right:21,loop,loop,10000,238,69,0.375,1.5359007754203005,0.47048297769041264,0.44718181030220405,0.4638601790339192,40,227
right:34,left:21,loop,loop,10000,216,62,0.3924050632911392,1.6839414440384681,0.4991281041113881,0.47233122383718906,0.4560191395861976,40,228
left:34,left:32,strong,strong,10000,227,72,0.4472049689440994,1.6061470222206007,0.06775855043335188,0.0691041731858879,0.08094480114291468,40,229
right:34,right:32,strong,strong,10000,237,82,0.45555555555555555,1.4848569743715918,0.13716911324566824,0.1372853533181219,0.18596066864074698,40,230
right:34,left:20,strong,strong,10000,128,42,0.5526315789473685,1.286012426763362,0.24516365331521564,0.22176256392575838,0.35843042738960434,40,231
left:35,right:34,tree,tree,10000,1112,555,0.5709876543209876,1.230005235361272,0.3343822345298477,0.34639879368758136,0.981143364651534,40,232
right:35,left:34,tree,tree,10000,1055,511,0.5665188470066519,1.1526188364863736,0.3291784170854197,0.33929803220766264,1.009317018470223,40,233
right:35,right:19,loop,loop,10000,137,60,0.5825242718446602,1.6553522141301298,0.24489915131669954,0.2180600836923084,0.3154522831385877,40,234
right:35,left:19,loop,loop,10000,144,57,0.5135135135135135,1.5351907965893323,0.24356797948492645,0.21867201261933986,0.2969995952065579,40,235
left:35,left:20,loop,loop,10000,219,66,0.4,2.2396737812160707,0.25278374437144774,0.25540972158467456,0.189827193336263,40,236
