image_i,image_j,inlier_count,pair_rmse_px,pair_median_error_px,pair_max_error_px
31,32,783,3.146869969626314,2.4180805230514033,17.83979419363973
32,33,501,3.930992851497671,3.2293187087954673,10.707455696082615
33,34,417,2.8024469039515,2.3257625388777194,7.318036805103335
34,35,367,4.0392816147472255,3.335149324929584,13.393624868841833
